event_id,referral_lead_id,partner_id,event_type,event_at,agent_name,rationale
EV002292,RL00615,P005,matched,2024-05-22,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002293,RL00615,P005,lost,2024-06-05,monitor,no fit / declined
EV002294,RL00616,,classified,2024-06-12,intake,
EV002295,RL00616,P004,matched,2024-06-13,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002296,RL00616,P004,booked,2024-06-20,negotiation,partner accepted; capacity held
EV002297,RL00616,P004,resolved,2024-07-03,monitor,closed successfully
EV002298,RL00617,,classified,2024-06-09,intake,
EV002299,RL00617,P006,matched,2024-06-12,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002300,RL00617,P006,outreach_sent,2024-06-13,negotiation,round 1
EV002301,RL00617,P006,reply_received,2024-06-14,negotiation,propose_alternative
EV002302,RL00617,P006,outreach_sent,2024-06-15,negotiation,round 2
EV002303,RL00617,P006,reply_received,2024-06-16,negotiation,propose_alternative
EV002304,RL00617,P006,outreach_sent,2024-06-17,negotiation,round 3
EV002305,RL00617,P006,reply_received,2024-06-18,negotiation,propose_alternative
EV002306,RL00618,,classified,2024-06-03,intake,
EV002307,RL00618,P004,matched,2024-06-04,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002308,RL00619,,classified,2024-06-01,intake,
EV002309,RL00619,P004,matched,2024-06-04,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002310,RL00619,P004,outreach_sent,2024-06-05,negotiation,round 1
EV002311,RL00619,P004,reply_received,2024-06-06,negotiation,propose_alternative
EV002312,RL00619,P004,outreach_sent,2024-06-07,negotiation,round 2
EV002313,RL00619,P004,reply_received,2024-06-08,negotiation,propose_alternative
EV002314,RL00619,P004,outreach_sent,2024-06-09,negotiation,round 3
EV002315,RL00619,P004,reply_received,2024-06-10,negotiation,propose_alternative
EV002316,RL00620,,classified,2024-06-25,intake,
EV002317,RL00620,P006,matched,2024-06-27,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002318,RL00620,P006,booked,2024-07-06,negotiation,partner accepted; capacity held
EV002319,RL00620,P006,resolved,2024-07-17,monitor,closed successfully
EV002320,RL00621,,classified,2024-06-17,intake,
EV002321,RL00621,P005,matched,2024-06-18,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002322,RL00621,P005,booked,2024-06-26,negotiation,partner accepted; capacity held
EV002323,RL00621,P005,resolved,2024-07-06,monitor,closed successfully
EV002324,RL00622,,classified,2024-06-25,intake,
EV002325,RL00622,P005,matched,2024-06-28,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002326,RL00622,P005,booked,2024-07-04,negotiation,partner accepted; capacity held
EV002327,RL00622,P005,resolved,2024-07-26,monitor,closed successfully
EV002328,RL00623,,classified,2024-06-24,intake,
EV002329,RL00623,P004,matched,2024-06-26,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002330,RL00623,P004,booked,2024-07-05,negotiation,partner accepted; capacity held
EV002331,RL00623,P004,resolved,2024-07-19,monitor,closed successfully
EV002332,RL00624,,classified,2024-06-06,intake,
EV002333,RL00624,P006,matched,2024-06-07,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002334,RL00624,P006,booked,2024-06-16,negotiation,partner accepted; capacity held
EV002335,RL00624,P006,resolved,2024-06-22,monitor,closed successfully
EV002336,RL00625,,classified,2024-06-16,intake,
EV002337,RL00625,P004,matched,2024-06-17,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002338,RL00625,P004,booked,2024-06-24,negotiation,partner accepted; capacity held
EV002339,RL00625,P004,resolved,2024-06-30,monitor,closed successfully
EV002340,RL00626,,classified,2024-06-20,intake,
EV002341,RL00626,P006,matched,2024-06-21,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002342,RL00627,,classified,2024-06-18,intake,
EV002343,RL00628,,classified,2024-06-18,intake,
EV002344,RL00628,P006,matched,2024-06-21,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002345,RL00628,P006,booked,2024-06-26,negotiation,partner accepted; capacity held
EV002346,RL00628,P006,resolved,2024-07-03,monitor,closed successfully
EV002347,RL00629,,classified,2024-06-22,intake,
EV002348,RL00629,P004,matched,2024-06-23,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002349,RL00629,P004,booked,2024-06-27,negotiation,partner accepted; capacity held
EV002350,RL00629,P004,resolved,2024-07-06,monitor,closed successfully
EV002351,RL00630,,classified,2024-06-28,intake,
EV002352,RL00630,P004,matched,2024-07-01,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002353,RL00630,P004,booked,2024-07-07,negotiation,partner accepted; capacity held
EV002354,RL00630,P004,resolved,2024-07-17,monitor,closed successfully
EV002355,RL00631,,classified,2024-07-21,intake,
EV002356,RL00632,,classified,2024-07-20,intake,
EV002357,RL00632,P005,matched,2024-07-23,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002358,RL00632,P005,booked,2024-07-30,negotiation,partner accepted; capacity held
EV002359,RL00632,P005,resolved,2024-08-08,monitor,closed successfully
EV002360,RL00633,,classified,2024-07-25,intake,
EV002361,RL00633,P004,matched,2024-07-27,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002362,RL00633,P004,lost,2024-08-05,monitor,no fit / declined
EV002363,RL00634,,classified,2024-07-25,intake,
EV002364,RL00634,P006,matched,2024-07-27,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002365,RL00635,,classified,2024-07-09,intake,
EV002366,RL00635,P004,matched,2024-07-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002367,RL00635,P004,booked,2024-07-18,negotiation,partner accepted; capacity held
EV002368,RL00635,P004,resolved,2024-08-01,monitor,closed successfully
EV002369,RL00636,,classified,2024-07-13,intake,
EV002370,RL00636,P005,matched,2024-07-16,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002371,RL00636,P005,booked,2024-07-21,negotiation,partner accepted; capacity held
EV002372,RL00636,P005,resolved,2024-08-03,monitor,closed successfully
EV002373,RL00637,,classified,2024-07-04,intake,
EV002374,RL00637,P004,matched,2024-07-07,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002375,RL00637,P004,booked,2024-07-12,negotiation,partner accepted; capacity held
EV002376,RL00637,P004,resolved,2024-07-28,monitor,closed successfully
EV002377,RL00638,,classified,2024-07-28,intake,
EV002378,RL00639,,classified,2024-07-17,intake,
EV002379,RL00639,P006,matched,2024-07-18,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002380,RL00639,P006,booked,2024-07-26,negotiation,partner accepted; capacity held
EV002381,RL00639,P006,resolved,2024-08-02,monitor,closed successfully
EV002382,RL00640,,classified,2024-07-19,intake,
EV002383,RL00640,P006,matched,2024-07-21,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002384,RL00640,P006,booked,2024-07-30,negotiation,partner accepted; capacity held
EV002385,RL00640,P006,resolved,2024-08-10,monitor,closed successfully
EV002386,RL00641,,classified,2024-07-28,intake,
EV002387,RL00641,P006,matched,2024-07-29,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002388,RL00641,P006,outreach_sent,2024-07-30,negotiation,round 1
EV002389,RL00641,P006,reply_received,2024-07-31,negotiation,propose_alternative
EV002390,RL00641,P006,outreach_sent,2024-08-01,negotiation,round 2
EV002391,RL00641,P006,reply_received,2024-08-02,negotiation,propose_alternative
EV002392,RL00641,P006,outreach_sent,2024-08-03,negotiation,round 3
EV002393,RL00641,P006,reply_received,2024-08-04,negotiation,propose_alternative
EV002394,RL00642,,classified,2024-07-24,intake,
EV002395,RL00642,P005,matched,2024-07-26,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002396,RL00642,P005,booked,2024-07-30,negotiation,partner accepted; capacity held
EV002397,RL00642,P005,resolved,2024-08-11,monitor,closed successfully
EV002398,RL00643,,classified,2024-07-01,intake,
EV002399,RL00643,P006,matched,2024-07-04,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002400,RL00643,P006,lost,2024-07-18,monitor,no fit / declined
EV002401,RL00644,,classified,2024-07-15,intake,
EV002402,RL00644,P004,matched,2024-07-18,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002403,RL00644,P004,booked,2024-07-21,negotiation,partner accepted; capacity held
EV002404,RL00644,P004,resolved,2024-08-10,monitor,closed successfully
EV002405,RL00645,,classified,2024-07-14,intake,
EV002406,RL00645,P005,matched,2024-07-15,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002407,RL00645,P005,booked,2024-07-17,negotiation,partner accepted; capacity held
EV002408,RL00645,P005,resolved,2024-08-02,monitor,closed successfully
EV002409,RL00646,,classified,2024-08-22,intake,
EV002410,RL00646,P006,matched,2024-08-25,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002411,RL00646,P006,booked,2024-09-04,negotiation,partner accepted; capacity held
EV002412,RL00646,P006,resolved,2024-09-17,monitor,closed successfully
EV002413,RL00647,,classified,2024-08-26,intake,
EV002414,RL00647,P004,matched,2024-08-28,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002415,RL00647,P004,lost,2024-09-07,monitor,no fit / declined
EV002416,RL00648,,classified,2024-08-05,intake,
EV002417,RL00649,,classified,2024-08-12,intake,
EV002418,RL00649,P004,matched,2024-08-13,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002419,RL00649,P004,booked,2024-08-19,negotiation,partner accepted; capacity held
EV002420,RL00649,P004,resolved,2024-08-27,monitor,closed successfully
EV002421,RL00650,,classified,2024-08-12,intake,
EV002422,RL00650,P006,matched,2024-08-15,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002423,RL00650,P006,booked,2024-08-18,negotiation,partner accepted; capacity held
EV002424,RL00650,P006,resolved,2024-09-09,monitor,closed successfully
EV002425,RL00651,,classified,2024-08-11,intake,
EV002426,RL00651,P004,matched,2024-08-12,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002427,RL00651,P004,lost,2024-08-18,monitor,no fit / declined
EV002428,RL00652,,classified,2024-08-03,intake,
EV002429,RL00652,P005,matched,2024-08-05,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002430,RL00653,,classified,2024-08-04,intake,
EV002431,RL00653,P004,matched,2024-08-05,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002432,RL00653,P004,lost,2024-08-11,monitor,no fit / declined
EV002433,RL00654,,classified,2024-08-16,intake,
EV002434,RL00654,P004,matched,2024-08-19,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002435,RL00654,P004,booked,2024-08-22,negotiation,partner accepted; capacity held
EV002436,RL00654,P004,resolved,2024-08-30,monitor,closed successfully
EV002437,RL00655,,classified,2024-08-04,intake,
EV002438,RL00655,P004,matched,2024-08-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002439,RL00655,P004,lost,2024-08-18,monitor,no fit / declined
EV002440,RL00656,,classified,2024-08-20,intake,
EV002441,RL00656,P006,matched,2024-08-23,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002442,RL00656,P006,booked,2024-08-31,negotiation,partner accepted; capacity held
EV002443,RL00656,P006,resolved,2024-09-08,monitor,closed successfully
EV002444,RL00657,,classified,2024-08-18,intake,
EV002445,RL00657,P006,matched,2024-08-19,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002446,RL00657,P006,booked,2024-08-24,negotiation,partner accepted; capacity held
EV002447,RL00657,P006,resolved,2024-09-06,monitor,closed successfully
EV002448,RL00658,,classified,2024-08-22,intake,
EV002449,RL00658,P006,matched,2024-08-23,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002450,RL00658,P006,booked,2024-08-28,negotiation,partner accepted; capacity held
EV002451,RL00658,P006,resolved,2024-09-17,monitor,closed successfully
EV002452,RL00659,,classified,2024-08-07,intake,
EV002453,RL00659,P004,matched,2024-08-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002454,RL00659,P004,lost,2024-08-24,monitor,no fit / declined
EV002455,RL00660,,classified,2024-08-17,intake,
EV002456,RL00660,P006,matched,2024-08-18,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002457,RL00660,P006,lost,2024-08-24,monitor,no fit / declined
EV002458,RL00661,,classified,2024-09-28,intake,
EV002459,RL00661,P006,matched,2024-09-29,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002460,RL00661,P006,lost,2024-10-14,monitor,no fit / declined
EV002461,RL00662,,classified,2024-09-14,intake,
EV002462,RL00663,,classified,2024-09-04,intake,
EV002463,RL00663,P004,matched,2024-09-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002464,RL00663,P004,lost,2024-09-13,monitor,no fit / declined
EV002465,RL00664,,classified,2024-09-13,intake,
EV002466,RL00664,P005,matched,2024-09-15,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002467,RL00664,P005,booked,2024-09-18,negotiation,partner accepted; capacity held
EV002468,RL00664,P005,resolved,2024-10-04,monitor,closed successfully
EV002469,RL00665,,classified,2024-09-15,intake,
EV002470,RL00665,P006,matched,2024-09-18,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002471,RL00665,P006,booked,2024-09-23,negotiation,partner accepted; capacity held
EV002472,RL00665,P006,resolved,2024-10-18,monitor,closed successfully
EV002473,RL00666,,classified,2024-09-01,intake,
EV002474,RL00666,P006,matched,2024-09-04,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002475,RL00666,P006,lost,2024-09-15,monitor,no fit / declined
EV002476,RL00667,,classified,2024-09-15,intake,
EV002477,RL00668,,classified,2024-09-03,intake,
EV002478,RL00669,,classified,2024-09-24,intake,
EV002479,RL00669,P006,matched,2024-09-27,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002480,RL00669,P006,booked,2024-09-29,negotiation,partner accepted; capacity held
EV002481,RL00669,P006,resolved,2024-10-12,monitor,closed successfully
EV002482,RL00670,,classified,2024-09-14,intake,
EV002483,RL00670,P006,matched,2024-09-17,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002484,RL00671,,classified,2024-09-14,intake,
EV002485,RL00671,P005,matched,2024-09-15,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002486,RL00671,P005,booked,2024-09-23,negotiation,partner accepted; capacity held
EV002487,RL00671,P005,resolved,2024-10-13,monitor,closed successfully
EV002488,RL00672,,classified,2024-09-26,intake,
EV002489,RL00672,P005,matched,2024-09-27,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002490,RL00672,P005,booked,2024-10-03,negotiation,partner accepted; capacity held
EV002491,RL00672,P005,resolved,2024-10-14,monitor,closed successfully
EV002492,RL00673,,classified,2024-09-03,intake,
EV002493,RL00673,P004,matched,2024-09-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002494,RL00674,,classified,2024-09-07,intake,
EV002495,RL00674,P005,matched,2024-09-08,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002496,RL00675,,classified,2024-09-06,intake,
EV002497,RL00675,P004,matched,2024-09-09,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002498,RL00675,P004,booked,2024-09-16,negotiation,partner accepted; capacity held
EV002499,RL00675,P004,resolved,2024-10-04,monitor,closed successfully
EV002500,RL00676,,classified,2024-10-15,intake,
EV002501,RL00676,P004,matched,2024-10-18,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002502,RL00676,P004,lost,2024-10-28,monitor,no fit / declined
EV002503,RL00677,,classified,2024-10-15,intake,
EV002504,RL00677,P005,matched,2024-10-16,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002505,RL00677,P005,booked,2024-10-26,negotiation,partner accepted; capacity held
EV002506,RL00677,P005,resolved,2024-11-07,monitor,closed successfully
EV002507,RL00678,,classified,2024-10-28,intake,
EV002508,RL00679,,classified,2024-10-28,intake,
EV002509,RL00679,P004,matched,2024-10-29,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002510,RL00679,P004,booked,2024-11-08,negotiation,partner accepted; capacity held
EV002511,RL00679,P004,resolved,2024-12-02,monitor,closed successfully
EV002512,RL00680,,classified,2024-10-17,intake,
EV002513,RL00680,P005,matched,2024-10-19,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002514,RL00680,P005,outreach_sent,2024-10-20,negotiation,round 1
EV002515,RL00680,P005,reply_received,2024-10-21,negotiation,propose_alternative
EV002516,RL00680,P005,outreach_sent,2024-10-22,negotiation,round 2
EV002517,RL00680,P005,reply_received,2024-10-23,negotiation,propose_alternative
EV002518,RL00680,P005,outreach_sent,2024-10-24,negotiation,round 3
EV002519,RL00680,P005,reply_received,2024-10-25,negotiation,propose_alternative
EV002520,RL00681,,classified,2024-10-10,intake,
EV002521,RL00681,P005,matched,2024-10-11,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002522,RL00681,P005,booked,2024-10-18,negotiation,partner accepted; capacity held
EV002523,RL00681,P005,resolved,2024-11-02,monitor,closed successfully
EV002524,RL00682,,classified,2024-10-07,intake,
EV002525,RL00682,P006,matched,2024-10-08,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002526,RL00682,P006,booked,2024-10-13,negotiation,partner accepted; capacity held
EV002527,RL00682,P006,resolved,2024-10-27,monitor,closed successfully
EV002528,RL00683,,classified,2024-10-26,intake,
EV002529,RL00683,P005,matched,2024-10-28,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002530,RL00683,P005,lost,2024-11-03,monitor,no fit / declined
EV002531,RL00684,,classified,2024-10-11,intake,
EV002532,RL00684,P005,matched,2024-10-14,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002533,RL00685,,classified,2024-10-02,intake,
EV002534,RL00685,P004,matched,2024-10-05,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002535,RL00685,P004,booked,2024-10-10,negotiation,partner accepted; capacity held
EV002536,RL00685,P004,resolved,2024-10-16,monitor,closed successfully
EV002537,RL00686,,classified,2024-10-10,intake,
EV002538,RL00687,,classified,2024-10-05,intake,
EV002539,RL00688,,classified,2024-10-08,intake,
EV002540,RL00688,P005,matched,2024-10-11,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002541,RL00689,,classified,2024-10-06,intake,
EV002542,RL00689,P005,matched,2024-10-08,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002543,RL00689,P005,booked,2024-10-13,negotiation,partner accepted; capacity held
EV002544,RL00689,P005,resolved,2024-11-05,monitor,closed successfully
EV002545,RL00690,,classified,2024-10-07,intake,
EV002546,RL00690,P004,matched,2024-10-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
